radionuclide,route_of_intake,material,fA,amad_um,time_days,alimentary_tract,faeces_24h,liver,lungs,skeleton,urine_24h,whole_body
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,96.0,0.01,0.68,0.0012,0.023,3e-05,0.0045,2.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,97.0,0.01,0.7,0.0012,0.023,3e-05,0.0046,2.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,98.0,0.01,0.71,0.0012,0.023,3e-05,0.0046,2.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,99.0,0.011,0.72,0.0012,0.024,3e-05,0.0047,2.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,100.0,0.011,0.73,0.0012,0.024,3e-05,0.0048,2.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,110.0,0.012,0.87,0.0013,0.027,3.1e-05,0.0057,2.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,120.0,0.014,1.0,0.0013,0.03,3.3e-05,0.0067,2.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,130.0,0.015,1.2,0.0013,0.033,3.4e-05,0.0078,2.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,140.0,0.016,1.4,0.0013,0.036,3.5e-05,0.009,3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,150.0,0.017,1.6,0.0013,0.038,3.6e-05,0.01,3.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,160.0,0.018,1.8,0.0013,0.04,3.7e-05,0.012,3.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,170.0,0.018,2.1,0.0013,0.041,3.8e-05,0.014,3.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,180.0,0.019,2.3,0.0013,0.043,3.9e-05,0.015,3.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,190.0,0.019,2.6,0.0013,0.044,3.9e-05,0.017,3.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,200.0,0.02,3.0,0.0013,0.045,4e-05,0.02,3.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,210.0,0.02,3.4,0.0013,0.046,4.1e-05,0.022,3.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,220.0,0.02,3.8,0.0013,0.046,4.2e-05,0.025,3.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,230.0,0.021,4.2,0.0013,0.047,4.2e-05,0.028,3.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,240.0,0.021,4.7,0.0013,0.047,4.3e-05,0.031,3.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,250.0,0.021,5.2,0.0013,0.048,4.3e-05,0.034,3.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,260.0,0.021,5.7,0.0013,0.048,4.4e-05,0.038,3.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,270.0,0.021,6.3,0.0013,0.048,4.4e-05,0.042,3.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,280.0,0.021,6.9,0.0013,0.049,4.5e-05,0.046,3.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,290.0,0.022,7.5,0.0013,0.049,4.5e-05,0.05,3.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,300.0,0.022,8.2,0.0013,0.049,4.5e-05,0.054,3.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,310.0,0.022,8.9,0.0013,0.049,4.6e-05,0.059,4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,320.0,0.022,9.7,0.0013,0.049,4.6e-05,0.064,4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,330.0,0.022,10.0,0.0013,0.049,4.6e-05,0.069,4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,340.0,0.022,11.0,0.0013,0.05,4.7e-05,0.074,4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,350.0,0.022,12.0,0.0013,0.05,4.7e-05,0.079,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,360.0,0.022,13.0,0.0014,0.05,4.7e-05,0.085,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,365.0,0.022,13.0,0.0014,0.05,4.7e-05,0.087,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,370.0,0.022,14.0,0.0014,0.05,4.7e-05,0.09,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,380.0,0.022,14.0,0.0014,0.05,4.8e-05,0.095,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,390.0,0.022,15.0,0.0014,0.05,4.8e-05,0.1,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,400.0,0.022,16.0,0.0014,0.05,4.8e-05,0.11,4.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,410.0,0.022,17.0,0.0014,0.05,4.8e-05,0.11,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,420.0,0.022,17.0,0.0014,0.05,4.8e-05,0.11,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,430.0,0.022,18.0,0.0014,0.05,4.9e-05,0.12,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,440.0,0.022,19.0,0.0014,0.05,4.9e-05,0.12,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,450.0,0.022,19.0,0.0014,0.05,4.9e-05,0.13,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,460.0,0.022,20.0,0.0014,0.05,4.9e-05,0.13,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,470.0,0.022,21.0,0.0014,0.05,4.9e-05,0.14,4.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,480.0,0.022,21.0,0.0014,0.05,5e-05,0.14,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,490.0,0.022,22.0,0.0014,0.05,5e-05,0.14,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,500.0,0.022,22.0,0.0014,0.05,5e-05,0.15,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,510.0,0.022,23.0,0.0014,0.05,5e-05,0.15,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,520.0,0.022,23.0,0.0014,0.05,5e-05,0.15,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,530.0,0.022,23.0,0.0014,0.05,5e-05,0.16,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,540.0,0.022,24.0,0.0014,0.05,5.1e-05,0.16,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,550.0,0.022,24.0,0.0014,0.05,5.1e-05,0.16,4.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,560.0,0.022,24.0,0.0014,0.05,5.1e-05,0.16,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,570.0,0.022,25.0,0.0014,0.05,5.1e-05,0.16,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,580.0,0.022,25.0,0.0014,0.05,5.1e-05,0.17,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,590.0,0.022,25.0,0.0014,0.05,5.1e-05,0.17,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,600.0,0.022,26.0,0.0014,0.05,5.1e-05,0.17,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,610.0,0.022,26.0,0.0014,0.05,5.2e-05,0.17,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,620.0,0.022,26.0,0.0014,0.05,5.2e-05,0.17,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,630.0,0.022,26.0,0.0014,0.05,5.2e-05,0.17,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,640.0,0.022,26.0,0.0014,0.05,5.2e-05,0.18,4.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,650.0,0.022,27.0,0.0014,0.051,5.2e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,660.0,0.022,27.0,0.0014,0.051,5.2e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,670.0,0.022,27.0,0.0014,0.051,5.2e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,680.0,0.022,27.0,0.0014,0.051,5.3e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,690.0,0.022,27.0,0.0014,0.051,5.3e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,700.0,0.022,28.0,0.0014,0.051,5.3e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,710.0,0.022,28.0,0.0014,0.051,5.3e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,720.0,0.022,28.0,0.0014,0.051,5.3e-05,0.18,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,730.0,0.022,28.0,0.0014,0.051,5.3e-05,0.19,4.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,740.0,0.022,28.0,0.0014,0.051,5.3e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,750.0,0.022,28.0,0.0014,0.051,5.4e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,760.0,0.022,28.0,0.0015,0.051,5.4e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,770.0,0.022,29.0,0.0015,0.051,5.4e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,780.0,0.022,29.0,0.0015,0.051,5.4e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,790.0,0.022,29.0,0.0015,0.051,5.4e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,800.0,0.022,29.0,0.0015,0.051,5.4e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,810.0,0.022,29.0,0.0015,0.051,5.5e-05,0.19,4.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,820.0,0.022,29.0,0.0015,0.051,5.5e-05,0.19,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,830.0,0.022,29.0,0.0015,0.051,5.5e-05,0.19,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,840.0,0.022,29.0,0.0015,0.051,5.5e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,850.0,0.022,30.0,0.0015,0.051,5.5e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,860.0,0.022,30.0,0.0015,0.051,5.5e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,870.0,0.022,30.0,0.0015,0.051,5.5e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,880.0,0.022,30.0,0.0015,0.051,5.6e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,890.0,0.022,30.0,0.0015,0.051,5.6e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,900.0,0.022,30.0,0.0015,0.051,5.6e-05,0.2,4.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,910.0,0.022,30.0,0.0015,0.051,5.6e-05,0.2,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,920.0,0.022,30.0,0.0015,0.051,5.6e-05,0.2,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,930.0,0.022,31.0,0.0015,0.051,5.6e-05,0.2,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,940.0,0.022,31.0,0.0015,0.051,5.6e-05,0.2,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,950.0,0.022,31.0,0.0015,0.051,5.7e-05,0.21,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,960.0,0.022,31.0,0.0015,0.051,5.7e-05,0.21,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,970.0,0.022,31.0,0.0015,0.051,5.7e-05,0.21,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,980.0,0.022,31.0,0.0015,0.051,5.7e-05,0.21,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,990.0,0.022,31.0,0.0015,0.051,5.7e-05,0.21,4.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1000.0,0.022,32.0,0.0015,0.051,5.7e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1010.0,0.022,32.0,0.0015,0.051,5.7e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1020.0,0.022,32.0,0.0015,0.051,5.8e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1030.0,0.022,32.0,0.0015,0.051,5.8e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1040.0,0.022,32.0,0.0015,0.051,5.8e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1050.0,0.022,32.0,0.0015,0.051,5.8e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1060.0,0.022,32.0,0.0015,0.051,5.8e-05,0.21,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1070.0,0.022,32.0,0.0015,0.051,5.8e-05,0.22,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1080.0,0.022,33.0,0.0015,0.051,5.9e-05,0.22,4.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1090.0,0.022,33.0,0.0015,0.051,5.9e-05,0.22,5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1095.0,0.022,33.0,0.0015,0.051,5.9e-05,0.22,5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1100.0,0.022,33.0,0.0015,0.051,5.9e-05,0.22,5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1200.0,0.022,34.0,0.0016,0.051,6e-05,0.23,5.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1300.0,0.022,36.0,0.0016,0.051,6.2e-05,0.24,5.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1400.0,0.022,37.0,0.0016,0.051,6.3e-05,0.25,5.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1500.0,0.023,38.0,0.0017,0.051,6.5e-05,0.26,5.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1600.0,0.023,40.0,0.0017,0.051,6.7e-05,0.27,5.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1700.0,0.023,42.0,0.0017,0.051,6.8e-05,0.28,5.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1800.0,0.023,43.0,0.0018,0.051,7e-05,0.29,5.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1900.0,0.023,45.0,0.0018,0.051,7.1e-05,0.3,5.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2000.0,0.023,47.0,0.0018,0.051,7.3e-05,0.31,6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2100.0,0.023,48.0,0.0019,0.052,7.5e-05,0.32,6.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2200.0,0.023,50.0,0.0019,0.052,7.6e-05,0.33,6.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2300.0,0.023,52.0,0.0019,0.052,7.8e-05,0.35,6.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2400.0,0.023,54.0,0.002,0.052,8e-05,0.36,6.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2500.0,0.023,56.0,0.002,0.052,8.1e-05,0.37,6.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2600.0,0.023,58.0,0.002,0.052,8.3e-05,0.39,6.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2700.0,0.023,60.0,0.0021,0.052,8.5e-05,0.4,6.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2800.0,0.023,62.0,0.0021,0.052,8.6e-05,0.41,7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2900.0,0.023,65.0,0.0021,0.052,8.8e-05,0.43,7.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3000.0,0.023,67.0,0.0022,0.052,9e-05,0.44,7.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3100.0,0.023,69.0,0.0022,0.052,9.1e-05,0.46,7.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3200.0,0.023,72.0,0.0023,0.052,9.3e-05,0.48,7.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3300.0,0.023,74.0,0.0023,0.053,9.5e-05,0.49,7.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3400.0,0.023,77.0,0.0023,0.053,9.6e-05,0.51,7.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3500.0,0.023,79.0,0.0024,0.053,9.8e-05,0.53,7.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3600.0,0.023,82.0,0.0024,0.053,0.0001,0.54,7.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3650.0,0.023,83.0,0.0025,0.053,0.0001,0.55,7.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,4000.0,0.023,93.0,0.0026,0.053,0.00011,0.62,8.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,5000.0,0.024,120.0,0.0032,0.054,0.00012,0.82,9.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,6000.0,0.024,160.0,0.0038,0.055,0.00014,1.1,0.00011
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,7000.0,0.025,200.0,0.0046,0.056,0.00016,1.3,0.00012
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,8000.0,0.025,230.0,0.0055,0.057,0.00017,1.6,0.00013
