radionuclide,route_of_intake,material,fA,amad_um,time_days,alimentary_tract,faeces_24h,liver,lungs,skeleton,urine_24h,whole_body
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,29.0,0.025,0.039,0.42,0.00016,0.016,0.22,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,30.0,0.027,0.043,0.43,0.00016,0.016,0.23,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,31.0,0.03,0.047,0.45,0.00016,0.016,0.23,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,32.0,0.032,0.051,0.46,0.00016,0.016,0.24,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,33.0,0.034,0.056,0.47,0.00017,0.016,0.24,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,34.0,0.036,0.059,0.47,0.00017,0.016,0.25,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,35.0,0.038,0.063,0.48,0.00017,0.016,0.25,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,36.0,0.04,0.066,0.49,0.00017,0.016,0.25,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,37.0,0.041,0.069,0.5,0.00017,0.016,0.26,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,38.0,0.043,0.072,0.51,0.00017,0.016,0.26,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,39.0,0.044,0.075,0.51,0.00017,0.016,0.27,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,40.0,0.045,0.077,0.52,0.00017,0.016,0.27,0.00016
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,41.0,0.046,0.079,0.53,0.00017,0.016,0.27,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,42.0,0.047,0.081,0.53,0.00017,0.016,0.28,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,43.0,0.048,0.082,0.54,0.00017,0.016,0.28,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,44.0,0.048,0.083,0.54,0.00017,0.016,0.28,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,45.0,0.049,0.085,0.55,0.00017,0.016,0.28,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,46.0,0.049,0.086,0.55,0.00017,0.016,0.29,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,47.0,0.05,0.086,0.55,0.00017,0.016,0.29,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,48.0,0.05,0.087,0.56,0.00017,0.016,0.29,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,49.0,0.051,0.088,0.56,0.00017,0.016,0.29,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,50.0,0.051,0.089,0.56,0.00017,0.016,0.3,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,51.0,0.051,0.089,0.56,0.00017,0.016,0.3,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,52.0,0.052,0.09,0.57,0.00017,0.016,0.3,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,53.0,0.052,0.09,0.57,0.00017,0.016,0.3,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,54.0,0.052,0.091,0.57,0.00017,0.016,0.31,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,55.0,0.052,0.091,0.57,0.00017,0.016,0.31,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,56.0,0.053,0.092,0.57,0.00018,0.016,0.31,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,57.0,0.053,0.092,0.58,0.00018,0.016,0.31,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,58.0,0.053,0.093,0.58,0.00018,0.016,0.31,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,59.0,0.053,0.093,0.58,0.00018,0.016,0.32,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,60.0,0.054,0.093,0.58,0.00018,0.016,0.32,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,61.0,0.054,0.094,0.58,0.00018,0.016,0.32,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,62.0,0.054,0.094,0.58,0.00018,0.016,0.32,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,63.0,0.054,0.094,0.58,0.00018,0.016,0.32,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,64.0,0.054,0.095,0.58,0.00018,0.016,0.32,0.00017
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,65.0,0.055,0.095,0.58,0.00018,0.016,0.33,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,66.0,0.055,0.095,0.58,0.00018,0.017,0.33,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,67.0,0.055,0.096,0.58,0.00018,0.017,0.33,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,68.0,0.055,0.096,0.58,0.00018,0.017,0.33,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,69.0,0.055,0.096,0.58,0.00018,0.017,0.33,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,70.0,0.056,0.097,0.58,0.00018,0.017,0.33,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,71.0,0.056,0.097,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,72.0,0.056,0.098,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,73.0,0.056,0.098,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,74.0,0.056,0.098,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,75.0,0.057,0.099,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,76.0,0.057,0.099,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,77.0,0.057,0.099,0.58,0.00018,0.017,0.34,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,78.0,0.057,0.1,0.58,0.00018,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,79.0,0.057,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,80.0,0.058,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,81.0,0.058,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,82.0,0.058,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,83.0,0.058,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,84.0,0.059,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,85.0,0.059,0.1,0.58,0.00019,0.017,0.35,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,86.0,0.059,0.1,0.58,0.00019,0.017,0.36,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,87.0,0.059,0.1,0.58,0.00019,0.017,0.36,0.00018
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,88.0,0.059,0.1,0.58,0.00019,0.017,0.36,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,89.0,0.06,0.1,0.58,0.00019,0.017,0.36,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,90.0,0.06,0.1,0.58,0.00019,0.017,0.36,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,91.0,0.06,0.1,0.58,0.00019,0.017,0.36,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,92.0,0.06,0.1,0.58,0.00019,0.017,0.36,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,93.0,0.06,0.1,0.58,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,94.0,0.061,0.11,0.58,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,95.0,0.061,0.11,0.57,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,96.0,0.061,0.11,0.57,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,97.0,0.061,0.11,0.57,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,98.0,0.062,0.11,0.57,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,99.0,0.062,0.11,0.57,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,100.0,0.062,0.11,0.57,0.00019,0.017,0.37,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,110.0,0.064,0.11,0.57,0.0002,0.017,0.39,0.00019
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,120.0,0.066,0.12,0.56,0.0002,0.017,0.4,0.0002
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,130.0,0.069,0.12,0.56,0.00021,0.017,0.41,0.0002
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,140.0,0.071,0.12,0.55,0.00021,0.017,0.42,0.00021
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,150.0,0.074,0.13,0.55,0.00022,0.017,0.43,0.00021
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,160.0,0.076,0.13,0.54,0.00022,0.017,0.44,0.00022
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,170.0,0.079,0.14,0.53,0.00023,0.017,0.45,0.00022
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,180.0,0.082,0.14,0.53,0.00023,0.017,0.46,0.00023
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,190.0,0.085,0.15,0.53,0.00024,0.017,0.47,0.00023
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,200.0,0.088,0.15,0.52,0.00024,0.017,0.48,0.00024
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,210.0,0.091,0.16,0.52,0.00025,0.017,0.49,0.00024
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,220.0,0.094,0.16,0.51,0.00025,0.017,0.51,0.00025
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,230.0,0.097,0.17,0.51,0.00026,0.017,0.52,0.00025
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,240.0,0.1,0.18,0.5,0.00026,0.017,0.53,0.00026
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,250.0,0.1,0.18,0.5,0.00027,0.017,0.54,0.00026
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,260.0,0.11,0.19,0.5,0.00027,0.017,0.55,0.00027
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,270.0,0.11,0.19,0.49,0.00028,0.016,0.56,0.00027
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,280.0,0.12,0.2,0.49,0.00028,0.016,0.57,0.00028
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,290.0,0.12,0.21,0.49,0.00029,0.016,0.58,0.00028
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,300.0,0.12,0.22,0.48,0.00029,0.016,0.59,0.00029
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,310.0,0.13,0.22,0.48,0.0003,0.016,0.6,0.00029
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,320.0,0.13,0.23,0.48,0.0003,0.016,0.62,0.0003
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,330.0,0.14,0.24,0.47,0.00031,0.016,0.63,0.0003
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,340.0,0.14,0.25,0.47,0.00032,0.016,0.64,0.00031
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,350.0,0.15,0.26,0.47,0.00032,0.016,0.65,0.00031
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,360.0,0.15,0.27,0.46,0.00033,0.016,0.66,0.00032
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,365.0,0.15,0.27,0.46,0.00033,0.016,0.67,0.00032
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,370.0,0.16,0.28,0.46,0.00033,0.016,0.67,0.00032
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,380.0,0.16,0.29,0.46,0.00034,0.016,0.68,0.00033
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,390.0,0.17,0.3,0.46,0.00034,0.016,0.7,0.00033
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,400.0,0.17,0.31,0.45,0.00035,0.016,0.71,0.00034
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,410.0,0.18,0.32,0.45,0.00036,0.016,0.72,0.00034
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,420.0,0.19,0.33,0.45,0.00036,0.016,0.73,0.00035
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,430.0,0.19,0.34,0.45,0.00037,0.015,0.74,0.00035
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,440.0,0.2,0.35,0.45,0.00037,0.015,0.75,0.00036
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,450.0,0.21,0.37,0.44,0.00038,0.015,0.77,0.00036
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,460.0,0.21,0.38,0.44,0.00038,0.015,0.78,0.00037
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,470.0,0.22,0.39,0.44,0.00039,0.015,0.79,0.00038
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,480.0,0.23,0.41,0.44,0.0004,0.015,0.8,0.00038
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,490.0,0.23,0.42,0.44,0.0004,0.015,0.81,0.00039
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,500.0,0.24,0.44,0.43,0.00041,0.015,0.82,0.00039
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,510.0,0.25,0.45,0.43,0.00041,0.015,0.84,0.0004
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,520.0,0.26,0.47,0.43,0.00042,0.015,0.85,0.0004
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,530.0,0.27,0.48,0.43,0.00042,0.015,0.86,0.00041
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,540.0,0.28,0.5,0.43,0.00043,0.015,0.87,0.00041
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,550.0,0.29,0.52,0.43,0.00044,0.015,0.88,0.00042
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,560.0,0.3,0.54,0.42,0.00044,0.015,0.9,0.00042
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,570.0,0.31,0.56,0.42,0.00045,0.015,0.91,0.00043
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,580.0,0.32,0.58,0.42,0.00045,0.015,0.92,0.00043
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,590.0,0.33,0.6,0.42,0.00046,0.015,0.93,0.00044
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,600.0,0.34,0.62,0.42,0.00047,0.015,0.94,0.00044
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,610.0,0.35,0.64,0.42,0.00047,0.015,0.95,0.00045
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,620.0,0.36,0.66,0.42,0.00048,0.015,0.97,0.00046
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,630.0,0.37,0.69,0.41,0.00048,0.015,0.98,0.00046
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,640.0,0.38,0.71,0.41,0.00049,0.015,0.99,0.00047
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,650.0,0.4,0.74,0.41,0.00049,0.015,1.0,0.00047
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,660.0,0.41,0.76,0.41,0.0005,0.015,1.0,0.00048
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,670.0,0.42,0.79,0.41,0.00051,0.015,1.0,0.00048
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,680.0,0.44,0.82,0.41,0.00051,0.015,1.0,0.00049
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,690.0,0.45,0.85,0.41,0.00052,0.014,1.0,0.00049
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,700.0,0.47,0.88,0.41,0.00052,0.014,1.1,0.0005
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,710.0,0.48,0.91,0.4,0.00053,0.014,1.1,0.0005
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,720.0,0.5,0.94,0.4,0.00053,0.014,1.1,0.00051
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,730.0,0.51,0.97,0.4,0.00054,0.014,1.1,0.00051
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,740.0,0.53,1.0,0.4,0.00055,0.014,1.1,0.00052
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,750.0,0.54,1.0,0.4,0.00055,0.014,1.1,0.00052
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,760.0,0.56,1.1,0.4,0.00056,0.014,1.1,0.00053
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,770.0,0.58,1.1,0.4,0.00056,0.014,1.1,0.00053
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,780.0,0.6,1.2,0.4,0.00057,0.014,1.1,0.00054
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,790.0,0.62,1.2,0.4,0.00057,0.014,1.2,0.00054
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,800.0,0.63,1.2,0.4,0.00058,0.014,1.2,0.00055
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,810.0,0.65,1.3,0.39,0.00058,0.014,1.2,0.00055
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,820.0,0.67,1.3,0.39,0.00059,0.014,1.2,0.00056
U-235,Inhalation,"Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4",6E-4,0.003,830.0,0.69,1.4,0.39,0.0006,0.014,1.2,0.00056
